Time,NodeId,Energy,Energy_BS,CellId,Distance,Velocity,cellId,rnti,ccId,tbSize,mcs,rv,SINR(dB),corrupt,TBler,min_sinr,rsrp
1,29,0.249378,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,30,0.250873,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,31,0.250126,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,32,0.250126,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,33,0.251497,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,34,0.251497,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,35,0.250126,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,36,0.129635,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,37,0.129635,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,38,0.249378,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,39,0.129635,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,40,0.250126,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,41,0.250873,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,42,0.251497,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,43,0.129635,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,44,0.129635,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,45,0.250126,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,46,0.129635,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,47,0.251497,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,48,0.250126,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,49,0.249378,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,50,0.250873,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,51,0.129635,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
1,52,0.249378,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,3,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,4,0.504395,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,5,0.505112,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,6,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,7,0.505766,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,8,0.3706,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,9,0.505766,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,10,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,11,0.505143,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,12,0.505143,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,13,0.504395,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,14,0.505766,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,15,0.503648,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,16,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,17,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,18,0.505766,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,19,0.503648,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,20,0.505143,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,21,0.505143,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,22,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,23,0.505735,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,24,0.483083,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,25,0.505143,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,26,0.505735,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,27,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,28,0.505143,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,29,0.503616,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,30,0.505143,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,31,0.504395,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,32,0.504395,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,33,0.505766,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,34,0.505766,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,35,0.504395,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,36,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,37,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,38,0.503648,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,39,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,40,0.504395,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,41,0.505143,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,42,0.505766,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,43,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,44,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,45,0.504395,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,46,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,47,0.505766,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,48,0.504395,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,49,0.503648,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,50,0.505143,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,51,0.25927,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
2,52,0.503648,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,3,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,4,0.758665,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,5,0.759382,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,6,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,7,0.760036,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,8,0.62487,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,9,0.760036,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,10,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,11,0.759413,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,12,0.759413,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,13,0.758665,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,14,0.760036,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,15,0.757917,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,16,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,17,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,18,0.760036,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,19,0.757917,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,20,0.759382,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,21,0.759413,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,22,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,23,0.760005,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,24,0.737353,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,25,0.759413,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,26,0.760005,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,27,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,28,0.759413,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,29,0.757886,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,30,0.759413,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,31,0.758665,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,32,0.758665,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,33,0.760036,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,34,0.760036,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,35,0.758665,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,36,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,37,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,38,0.757917,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,39,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,40,0.758665,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,41,0.759413,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,42,0.760036,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,43,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,44,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,45,0.758665,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,46,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,47,0.760036,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,48,0.758665,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,49,0.757917,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,50,0.759413,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,51,0.388905,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
3,52,0.757917,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,3,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,4,1.01293,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,5,1.01365,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,6,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,7,1.01431,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,8,0.879108,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,9,1.01431,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,10,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,11,1.01368,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,12,1.01368,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,13,1.01293,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,14,1.01431,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,15,1.01219,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,16,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,17,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,18,1.01431,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,19,1.01219,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,20,1.01365,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,21,1.01368,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,22,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,23,1.01427,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,24,0.991622,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,25,1.01368,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,26,1.01427,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,27,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,28,1.01368,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,29,1.01216,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,30,1.01368,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,31,1.01293,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,32,1.01293,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,33,1.01431,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,34,1.01431,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,35,1.01293,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,36,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,37,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,38,1.01219,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,39,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,40,1.01293,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,41,1.01368,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,42,1.01431,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,43,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,44,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,45,1.01293,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,46,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,47,1.01431,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,48,1.01293,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,49,1.01219,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,50,1.01368,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,51,0.51854,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
4,52,1.01219,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,3,0.686313,0,3,456.328,10.98,0,0,0,0,0,0,-inf,0,0,-inf,0
5,4,1.2672,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,5,1.26792,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,6,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,7,1.26858,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,8,1.13338,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,9,1.26858,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,10,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,11,1.26795,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,12,1.26795,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,13,1.2672,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,14,1.26858,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,15,1.26646,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,16,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,17,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,18,1.26858,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,19,1.26646,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,20,1.26792,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,21,1.26795,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,22,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,23,1.26851,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,24,1.24589,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,25,1.26795,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,26,1.26851,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,27,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,28,1.26795,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,29,1.26643,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,30,1.26795,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,31,1.2672,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,32,1.2672,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,33,1.26858,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,34,1.26858,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,35,1.2672,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,36,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,37,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,38,1.26646,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,39,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,40,1.2672,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,41,1.26795,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,42,1.26858,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,43,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,44,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,45,1.2672,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,46,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,47,1.26858,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,48,1.2672,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,49,1.26646,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,50,1.26795,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,51,0.648174,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
5,52,1.26646,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,3,1.19192,0,3,446.341,13.16,0,0,0,0,0,0,-inf,0,0,-inf,0
6,4,1.52147,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,5,1.52219,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,6,0.777809,0,0,0,0,3,54,0,81,2,0,-4.80135,0,0.0168857,-27.0193,0.331028
6,7,1.52285,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,8,1.38765,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,9,1.52285,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,10,0.777809,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,11,1.52222,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,12,1.52222,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,13,1.52147,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,14,1.52281,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,15,1.52073,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,16,0.777809,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,17,0.777809,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,18,1.52285,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,19,1.52073,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,20,1.52219,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,21,1.52222,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,22,0.777809,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,23,1.52272,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,24,1.50016,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,25,1.52222,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,26,1.52278,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,27,0.777809,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,28,1.52222,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,29,1.5207,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,30,1.52222,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,31,1.52147,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,32,1.52147,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,33,1.52285,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,34,1.52285,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,35,1.52147,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,36,0.777809,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,37,0.777809,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,38,1.52073,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,39,0.777809,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,40,1.52147,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,41,1.52222,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,42,1.52285,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,43,0.777809,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,44,0.777809,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,45,1.52147,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,46,0.777809,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,47,1.52285,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,48,1.52147,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,49,1.52073,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,50,1.52222,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,51,0.777809,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
6,52,1.52073,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,3,1.86445,0,3,434.441,13.55,0,0,0,0,0,0,-inf,0,0,-inf,0
7,4,1.77574,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,5,1.77646,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,6,0.907444,0,0,0,0,3,54,0,914,10,2,4.17288,1,0.998423,-20.4978,2.61389
7,7,1.77712,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,8,1.64192,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,9,1.77712,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,10,0.907444,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,11,1.77649,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,12,1.77649,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,13,1.77574,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,14,1.77708,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,15,1.775,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,16,0.907444,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,17,0.907444,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,18,1.77712,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,19,1.775,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,20,1.77646,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,21,1.77649,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,22,0.907444,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
7,23,1.77699,0,0,0,0,0,0,0,0,0,0,-inf,0,0,-inf,0
