212661 	 1543 
241615 	 52871 
270568 	 52871 
299521 	 52871 
328475 	 52871 
357428 	 57314 
386381 	 57314 
415335 	 57314 
444288 	 52871 
473241 	 52871 
502195 	 52871 
531148 	 57314 
560102 	 57314 
589055 	 57314 
589300 	 57314 
618008 	 57314 
618254 	 57314 
619007 	 57314 
620005 	 57314 
621003 	 57314 
622002 	 57314 
623000 	 57314 
623999 	 57314 
624997 	 57314 
625995 	 57314 
626994 	 57314 
627992 	 57314 
628991 	 57314 
629989 	 57314 
630987 	 57314 
631986 	 57314 
632984 	 57314 
646962 	 57314 
647960 	 57314 
648958 	 57314 
649957 	 57314 
650955 	 57314 
651954 	 57314 
652952 	 57314 
653950 	 57314 
654949 	 57314 
655947 	 57314 
656946 	 57314 
657944 	 57314 
658942 	 57314 
659941 	 57314 
660939 	 57314 
661938 	 57314 
662936 	 57314 
663934 	 57314 
664933 	 57314 
665931 	 57314 
666930 	 57314 
667928 	 57314 
668926 	 57314 
669925 	 57314 
670923 	 57314 
671921 	 57314 
672920 	 57314 
673918 	 57314 
674917 	 57314 
675915 	 57314 
676913 	 57314 
677912 	 57314 
678910 	 57314 
679909 	 57314 
680907 	 57314 
681905 	 57314 
682904 	 57314 
683902 	 57314 
684901 	 57314 
685899 	 57314 
686897 	 57314 
687896 	 57314 
688894 	 57314 
689893 	 57314 
690891 	 57314 
691889 	 57314 
692888 	 57314 
693886 	 57314 
694884 	 57314 
695883 	 57314 
696881 	 57314 
697880 	 57314 
698878 	 57314 
699876 	 57314 
700875 	 57314 
701873 	 57314 
702872 	 57314 
703870 	 57314 
704868 	 57314 
705867 	 57314 
706865 	 57314 
707864 	 57314 
708862 	 57314 
709860 	 57314 
710859 	 57314 
711857 	 57314 
712856 	 57314 
713854 	 57314 
714852 	 57314 
715851 	 57314 
716849 	 57314 
717848 	 57314 
718846 	 57314 
719844 	 57314 
720843 	 57314 
721841 	 57314 
722839 	 57314 
723838 	 57314 
724836 	 57314 
725835 	 57314 
726833 	 57314 
727831 	 57314 
728830 	 57314 
729828 	 57314 
730827 	 57314 
731825 	 57314 
732823 	 57314 
733822 	 57314 
734820 	 57314 
735819 	 57314 
736817 	 57314 
737815 	 57314 
738814 	 57314 
739812 	 57314 
740811 	 57314 
741809 	 57314 
742807 	 57314 
743806 	 57314 
744804 	 57314 
745802 	 57314 
746801 	 57314 
747799 	 57314 
748798 	 57314 
749796 	 57314 
750794 	 57314 
751793 	 57314 
752791 	 57314 
753790 	 57314 
754788 	 57314 
755786 	 57314 
756785 	 57314 
757783 	 57314 
758782 	 57314 
759780 	 57314 
760778 	 57314 
761777 	 57314 
762775 	 57314 
763774 	 57314 
764772 	 57314 
765770 	 57314 
766769 	 57314 
767767 	 57314 
768766 	 57314 
769764 	 57314 
770762 	 57314 
771761 	 57314 
772759 	 57314 
773757 	 57314 
774756 	 57314 
775754 	 57314 
776753 	 57314 
777751 	 57314 
778749 	 57314 
779748 	 57314 
780746 	 57314 
781745 	 57314 
782743 	 57314 
783741 	 57314 
784740 	 57314 
785738 	 57314 
786737 	 57314 
787735 	 57314 
788733 	 57314 
789732 	 57314 
790730 	 57314 
791729 	 57314 
792727 	 57314 
793725 	 57314 
794724 	 57314 
795722 	 57314 
796720 	 57314 
797719 	 57314 
798717 	 57314 
799716 	 57314 
800714 	 57314 
801712 	 57314 
802711 	 57314 
803709 	 57314 
804708 	 57314 
805706 	 57314 
806704 	 57314 
807703 	 57314 
808701 	 57314 
809700 	 57314 
810698 	 57314 
811696 	 57314 
812695 	 57314 
813693 	 57314 
814692 	 57314 
815690 	 57314 
816688 	 57314 
817687 	 57314 
818685 	 57314 
819683 	 57314 
820682 	 57314 
821680 	 57314 
822679 	 57314 
823677 	 57314 
824675 	 57314 
825674 	 57314 
826672 	 57314 
827671 	 57314 
828669 	 57314 
829667 	 57314 
830666 	 57314 
831664 	 57314 
832663 	 57314 
833661 	 57314 
834659 	 57314 
835658 	 57314 
836656 	 57314 
837655 	 57314 
838653 	 57314 
839651 	 57314 
840650 	 57314 
841648 	 57314 
842647 	 57314 
843645 	 57314 
844643 	 57314 
845642 	 57314 
846640 	 57314 
847638 	 57314 
848637 	 57314 
849635 	 57314 
850634 	 57314 
851632 	 57314 
852630 	 57314 
853629 	 57314 
854627 	 57314 
855626 	 57314 
856624 	 57314 
857622 	 57314 
858621 	 57314 
859619 	 57314 
860618 	 57314 
861616 	 57314 
862614 	 57314 
863613 	 57314 
864611 	 57314 
865610 	 57314 
866608 	 57314 
867606 	 57314 
868605 	 57314 
869603 	 57314 
870601 	 57314 
871600 	 57314 
872598 	 57314 
873597 	 57314 
874595 	 57314 
875593 	 57314 
876592 	 57314 
877590 	 57314 
878589 	 57314 
879587 	 57314 
880585 	 57314 
881584 	 57314 
882582 	 57314 
883581 	 57314 
